Século
Século XV
Século XVI
Século XVII
Década
Década de 1490
Década de 1500
Década de 1510
Década de 1520
Década de 1530
Década de 1540
Década de 1550
Década de 1560
Década de 1570
Década de 1580
Década de 1590
Ano
1543
1544
1545
1546
1547
1549
1550
1551
1552
1553
Wikimedia
Calendário gregoriano
Ab urbe condita
Calendário arménio
Calendário bahá'í
Calendário budista
Calendário chinês
8 de fevereiro
Calendário copta
Calendário etíope
Calendário hindu
Vikram Samvat
Calendário nacional indiano
Cáli Iuga
Calendário Holoceno
Calendário islâmico
Calendário judaico
Calendário persa
Calendário rúnico
Calendário solar tailandês
Numeração romana
Ano bissexto
Calendário juliano
Era de Cristo
Letra dominical
Domingo
Segunda-feira
12 de Janeiro
Ilha das Flores
Ilha do Corvo
Capitão-donatário
9 de Outubro
Goa
17 de dezembro
Regimento do Governador-Geral do Brasil
Ilha da Madeira
Bispo
Canárias
Giordano Bruno
1600
5 de Janeiro
Francisco Suárez
1617
6 de Janeiro
1605
Asti
1594
Colônia (Alemanha)
18 de Janeiro
Paul Mathesius
1584
9 de Fevereiro
1603
15 de Fevereiro
Pomerânia
28 de Fevereiro
1506
1622
3 de Março
Württemberg
1592
6 de Março
1599
17 de Março
Honda Tadakatsu
1610
18 de Março
Cornelis Ketel
1616
15 de Abril
1587
1626
21 de Abril
8 de Maio
Giacomo Boncompagni
Vignola
Sora
1612
10 de Maio
Veneza
1623
15 de Maio
1606
27 de Maio
18 de Junho
1504
1557
1632
23 de Junho
1516
1576
1604
15 de Julho
Erbach
1511
1564
1 de Agosto
1618
10 de Agosto
Ivan IV da Rússia
Marburgo
1619
15 de Agosto
26 de Agosto
2 de Setembro
Vincenzo Scamozzi
7 de Setembro
Filippo Boncompagni
1586
25 de Setembro
1620
29 de Setembro
1579
1597
1631
11 de Novembro
Seckau
14 de Novembro
Polônia
1609
27 de Novembro
Jacopo Mazzoni
1598
14 de Dezembro
Nápolis
1601
Velho Testamento
1607
23 de Dezembro
30 de Dezembro
David Pareus
Oxford
1614
Bernard Maciejowski
1608
Bianca Cappello
Francisco I de Médici
Toscana
1575
Guise
1633
Francesco Andreini
1624
1621
Wittenberg
Jena
Giovanni Evangelista Pallotta
Cosenza
1611
Giulio Polerio
Gonzalo Argote de Molina
1596
"Jacopo Palma, o Jovem"
1628
Paris
1644
Sandomierz
1613
Luis Barahona de Soto
1595
Napoleone Comitoli
1625
1640
1573
Simon Stevin
Tomás Luís de Victoria
Duque de Alba
Holanda
1630
9 de Janeiro
1477
Lund (Suécia)
Constança
1522
1523
1489
23 de Janeiro
1490
12 de Fevereiro
1480
1495
24 de Fevereiro
Lucca
Milão
1498
26 de Fevereiro
Firenze
Alessandro de' Medici
1510
1537
1514
13 de Março
23 de Março
24 de Março
Gissur Einarsson
Islândia
1512
30 de Março
Agostino Trivulzio
1485
1473
1 de Abril
"Sigismundo I, o Velho"
Lituânia
1467
2 de Abril
1486
7 de Abril
10 de Abril
1521
Francisco de Carvajal
1464
1468
Gonzalo Pizarro
Cuzco
1502
13 de Abril
1484
26 de Abril
Harcourt
Aumale
1530
4 de Maio
Havelberg
9 de Maio
30 de Maio
Juan Diego Cuauhtlatoatzin
1474
3 de Junho
Juan de Zumárraga
México
6 de Junho
Juan de Castro
1500
8 de Junho
Basileia
9 de Junho
André de Gouveia
Coimbra
Portugal
1497
11 de Junho
1483
14 de Junho
1470
Pascual de Andagoya
26 de Junho
4 de Julho
1503
11 de Julho
29 de Julho
Saluzzo
1501
4 de Agosto
1452
1488
6 de Agosto
5 de Setembro
Catarina Parr
Henrique VIII de Inglaterra
15 de Setembro
21 de Setembro
Gregorio Cortese
1475
28 de Setembro
1460
21 de Outubro
1494
23 de Outubro
27 de Outubro
Warmia
4 de Novembro
5 de Novembro
16 de Novembro
"Caspar Cruciger, o Velho"
9 de Dezembro
Jorge Lomelino
24 de Dezembro
Buren
27 de Dezembro
Capri
1528
1534
Agostino Steuco
Transilvânia
1548 no Brasil
