Municípios do Brasil
Região Geográfica Imediata de Sorriso
Região Geográfica Imediata de Tangará da Serra
Subdivisões do Brasil
Lista de mesorregiões e microrregiões de Mato Grosso
Aglomeração urbana
Região Metropolitana do Vale do Rio Cuiabá
Lista de municípios de Mato Grosso por população
Várzea Grande (Mato Grosso)
Rondonópolis
Sinop
Cáceres (Mato Grosso)
Sorriso (Mato Grosso)
Lucas do Rio Verde
Primavera do Leste
Barra do Garças
Alta Floresta
Campo Verde
Nova Mutum
Juína
Acorizal
Água Boa (Mato Grosso)
Alto Araguaia
Alto Boa Vista
Alto Garças
Alto Paraguai
Alto Taquari
Apiacás (Mato Grosso)
Araguaiana
Araguainha
Araputanga
Aripuanã
Barão de Melgaço
Boa Esperança do Norte
Bom Jesus do Araguaia
Brasnorte
Campinápolis
Canabrava do Norte
Canarana (Mato Grosso)
Carlinda
Castanheira (Mato Grosso)
Chapada dos Guimarães (Mato Grosso)
Cláudia (Mato Grosso)
Cocalinho
Colíder
Colniza
Comodoro (Mato Grosso)
Confresa
Cotriguaçu (Mato Grosso)
Curvelândia
Dom Aquino
Feliz Natal (Mato Grosso)
Figueirópolis d'Oeste
Gaúcha do Norte
General Carneiro (Mato Grosso)
Glória d'Oeste
Guarantã do Norte
Guiratinga
Indiavaí
Ipiranga do Norte
Itanhangá
Itaúba (Mato Grosso)
Itiquira
Jaciara
Jangada (Mato Grosso)
Jauru
Juara
Juruena
Juscimeira
Lambari d'Oeste
Luciara
Marcelândia
Matupá
Mirassol d'Oeste
Nobres (Mato Grosso)
Nortelândia
Nossa Senhora do Livramento (Mato Grosso)
Nova Bandeirantes
Nova Brasilândia
Nova Canaã do Norte
Nova Guarita
Nova Lacerda
Nova Maringá
Nova Monte Verde
Nova Nazaré
Nova Santa Helena
Nova Ubiratã
Nova Xavantina
Novo Horizonte do Norte
Novo Mundo (Mato Grosso)
Novo Santo Antônio (Mato Grosso)
Novo São Joaquim
Paranaíta
Paranatinga
Pedra Preta (Mato Grosso)
Peixoto de Azevedo
Planalto da Serra
Poconé
Pontal do Araguaia
Ponte Branca
Porto Alegre do Norte
Porto dos Gaúchos
Porto Esperidião
Porto Estrela
Poxoréu
Querência
Reserva do Cabaçal
Ribeirão Cascalheira
Ribeirãozinho
Rio Branco (Mato Grosso)
Rondolândia
Rosário Oeste
Salto do Céu
Santa Carmem
Santa Cruz do Xingu
Santa Rita do Trivelato
Santa Terezinha (Mato Grosso)
Santo Antônio de Leverger
Santo Antônio do Leste
São Félix do Araguaia
São José do Povo
São José do Rio Claro
São José do Xingu
São José dos Quatro Marcos
São Pedro da Cipa
Serra Nova Dourada
Tabaporã
Tapurah
Terra Nova do Norte
Tesouro (Mato Grosso)
Torixoréu
União do Sul
Vera (Mato Grosso)
Vila Bela da Santíssima Trindade
Vila Rica (Mato Grosso)
