Língua castelhana
Religião na Guiné Equatorial
Argélia
Benim
Botsuana
Burquina Fasso
Burundi
Chade
Comores
República do Congo
Costa do Marfim
Djibuti
Egito
Eritreia
Essuatíni
Etiópia
Gâmbia
Gana
Guiné
Lesoto
Libéria
Líbia
Madagáscar
Maláui
Mali
Marrocos
Maurícia
Mauritânia
Namíbia
Níger
Quénia
República Centro-Africana
República Democrática do Congo
Ruanda
Senegal
Serra Leoa
Seicheles
Somália
Sudão
Sudão do Sul
Tanzânia
Togo
Tunísia
Uganda
Zâmbia
Zimbábue
Ilha de Alborão
Ilhéu de Alhucemas
Canárias
Ceuta
Ilhas Chafarinas
Melilha
Ilhéu de Vélez de la Gomera
Maiote
Reunião (departamento)
Socotorá
Pantelária
Ilhas Pelágias
Região Autónoma da Madeira
"Santa Helena, Ascensão e Tristão da Cunha"
Saara Ocidental
Somalilândia
Banco do Geyser
Bassas da Índia
Ilha Europa
Ilhas Gloriosas
Ilha de João da Nova
Ilha Tromelin
União Africana
Pan-africanismo
Afro (moeda)
Regiões da União Africana
Assembleia da União Africana
Comissão da União Africana
Parlamento Pan-africano
Banco Central Africano
Fundo Monetário Africano
Carta Africana dos Direitos Humanos e dos Povos
Alargamento da União Africana
Estados-membros da União Africana
Madagascar
Quênia
República Árabe Saaraui Democrática
Estados membros da Comunidade dos Países de Língua Portuguesa
Andorra
Argentina
Canadá
Catar
Chéquia
Chile
Conferência Ibero-americana
Eslováquia
Estados Unidos
Geórgia
Grécia
Hungria
Irlanda
Itália
Japão
Luxemburgo
Organização dos Estados Ibero-americanos
Paraguai
Peru
Romênia
Sérvia
Turquia
Uruguai
Assistência Médica Internacional
Associação das Universidades de Língua Portuguesa
Associação dos Comités Olímpicos de Língua Oficial Portuguesa
Fundação Calouste Gulbenkian
Fundação Champalimaud
Fundação Luso-Americana
Fundação Luso-Brasileira
Fundação Mário Soares
Fundação Oriente
Fundação Oswaldo Cruz
Fundação Roberto Marinho
Instituto Histórico e Geográfico Brasileiro
Médicos do Mundo
Sociedade de Geografia de Lisboa
Real Gabinete Português de Leitura
Universidade Estadual de Campinas
Universidade Federal da Bahia
Universidade Federal do Rio de Janeiro
Universidade Lusófona de Humanidades e Tecnologias
Espanhol medieval
Polêmica em torno das denominações espanhol e castelhano
Diferenças entre o castelhano e o português
Hispanofonia
Hispanidade
América espanhola
Antilhas Espanholas
Língua espanhola nos Estados Unidos
Ortografia da língua espanhola
Substantivos da língua espanhola
Pronomes da língua espanhola
Pontos de interrogação e de exclamação invertidos
Tchê
Instituto Cervantes
Congressos Internacionais da Língua Espanhola
Associação de Academias da Língua Espanhola
Academia Argentina de Letras
Academia Chilena da Língua
Academia Costarriquenha da Língua
Academia Cubana da Língua
Academia Dominicana da Língua
Real Academia Espanhola
Academia Filipina da Língua Espanhola
Academia Mexicana da Língua
Academia Norte-Americana da Língua Espanhola
Academia Paraguaia da Língua Espanhola
Academia Peruana da Língua
Academia Nacional de Letras do Uruguai
Academia Venezuelana da Língua
Espanhol amazônico
Língua castelhana na América
Dialeto andaluz
Dialeto canário
Espanhol chileno
Língua estremenha
Espanhol mexicano
Espanhol rioplatense
Espanhol venezuelano
Portunhol
Spanglish
Llanito
Judeu-espanhol
Língua chavacana
