Comprimento
Venezuela
Altitude
Vazão
Foz
Oceano Atlântico
Bacia hidrográfica
Rio Caroni
Colômbia
Serra Parima
Brasil
Corredeira
Canal do Cassiquiare
Rio Negro (Amazonas)
Rio Solimões
Planalto das Guianas
13 de novembro
2006
Enya
Orinoco Flow
1988
Rio Apure
Rio Arauca
Escudo das Guianas
Canal Casiquiare
Distributário
Rio Guaviare
Rio Inírida
Rio Meta
Fronteira Colômbia-Venezuela
Rio Ventuari
Rio Vichada
Geografia da Venezuela
Geografia da América do Sul
Cordilheira dos Andes
Altiplano andino
Planalto Brasileiro
Planícies e Terras Baixas Amazônicas
Serras e planaltos do Leste e do Sudeste
Estreito de Magalhães
Deserto do Atacama
Aquífero Guarani
Rio Amazonas
Rio da Prata
Bacia do rio da Prata
Bacia Amazônica
Amazônia
Cone Sul
Pampas
Patagônia
Chaco
Pantanal
América Platina
América Andina
Norte da América do Sul
Caribe sul-americano
Guianas
Pontos extremos da América do Sul
Geografia da Argentina
Geografia da Bolívia
Geografia do Brasil
Geografia do Chile
Geografia da Colômbia
Geografia do Equador
Geografia da Guiana
Geografia do Paraguai
Geografia do Peru
Geografia do Suriname
Geografia do Uruguai
Relevo da Argentina
Relevo da Bolívia
Relevo do Brasil
Relevo do Chile
Relevo da Colômbia
Relevo do Equador
Relevo da Guiana
Relevo do Paraguai
Relevo do Peru
Relevo do Uruguai
Relevo da Venezuela
Hidrografia da Argentina
Hidrografia da Bolívia
Hidrografia do Brasil
Hidrografia do Chile
Hidrografia da Colômbia
Hidrografia do Equador
Hidrografia da Guiana
Hidrografia do Paraguai
Hidrografia do Peru
Hidrografia do Uruguai
Hidrografia da Venezuela
Vegetação da Argentina
Vegetação da Bolívia
Vegetação do Brasil
Vegetação do Chile
Vegetação da Colômbia
Vegetação do Equador
Vegetação da Guiana
Vegetação do Paraguai
Vegetação do Peru
Vegetação do Uruguai
Vegetação da Venezuela
Clima da Argentina
Clima da Bolívia
Clima do Brasil
Clima do Chile
Clima da Colômbia
Clima do Equador
Clima da Guiana
Clima do Paraguai
Clima do Peru
Clima do Uruguai
Clima da Venezuela
Fronteiras do Brasil
Fauna da Argentina
Fauna da Bolívia
Fauna do Brasil
Fauna do Chile
Fauna da Colômbia
Fauna do Equador
Fauna da Guiana
Fauna do Paraguai
Fauna do Peru
Fauna do Uruguai
Fauna da Venezuela
Flora do Brasil
Flora do Chile
Flora da Colômbia
Flora da Guiana
Flora do Paraguai
Flora do Peru
Flora do Uruguai
Demografia da América do Sul
Demografia da Argentina
Demografia da Bolívia
Demografia do Brasil
Demografia do Chile
Demografia da Colômbia
Demografia do Equador
Demografia da Guiana
Demografia do Paraguai
Demografia do Peru
Demografia do Suriname
Demografia do Uruguai
Demografia da Venezuela
Subdivisões da Argentina
Subdivisões da Bolívia
Subdivisões do Brasil
Subdivisões do Chile
Subdivisões da Colômbia
Subdivisões do Equador
Subdivisões da Guiana
Subdivisões do Paraguai
Subdivisões do Peru
Subdivisões do Suriname
Subdivisões do Uruguai
Subdivisões da Venezuela
Base Virtual Internacional de Autoridade
Grande Enciclopédia Soviética
Encyclopædia Britannica
Gemeinsame Normdatei
Arquivos Nacionais e Administração de Documentos
Biblioteca Nacional da Dieta
OpenStreetMap
GeoNames
