Outubro
Paweł Adamowicz
2019
David Schwimmer
Bernd Dreher
1967
Diego Bertie
Zvonimir Soldo
Luiz Antônio Simas
1969
Guilherme de Pádua
Reginald Arvizu
1970
Sharmell Sullivan
1971
Yevgeniy Bushmanov
Kang Chul
1972
Darío Silva
Eva Henger
Samantha Womack
Derlis Gómez
Phoebe Mills
Diego Cocca
1973
Joachin Yaw Acheampong
1974
Paul Jasper
Sofia Polgar
Nelly
Prodigy (rapper)
1975
Stéphane Sarrazin
Santiago Salazar
Daniel da Cruz Carvalho
Randy Harrison
Konstantinos Economidis
Christian Gyan
1979
Martin Petráš
Marián Čišovský
Tomáš Zdechovský
1980
Diego Lugano
Kennedy Bakircioglü
1981
Ai (cantora)
Germán Ré
Tatiana Totmianina
Rafael Márquez Lugo
Katharine Isabelle
Lisa Westerhof
1982
Haidar Abdul-Amir
1983
Andreas Bourani
Darren Young
Cub Swanson
1985
Danny Amendola
Héctor Barberá
Pablo Armero
Marvin Sánchez
Matej Beňuš
Julia Görges
Stevan Jovetić
Brayan Angulo
Vitolo Machín
1990
Daniela Druncea
Abeiku Quansah
Thaís Melchior
Helton Leite
Elmar Gasimov
1992
Rémi Mulumba
Marlon López
1993
Edoardo Goldaniga
Murodjon Akhmadaliev
1995
Brandon Soo Hoo
Rafael Vitti
Jana Fett
1998
Nadav Guedj
Josh Wiggins
Dylan Littlehales
Alphonso Davies
Moisés Caicedo
304
Vitorino de Pettau
250
472
Olíbrio
430
934
Ema da França
894
1083
Matilde de Flandres
1031
1148
Malaquias de Armagh
1094
1327
Jaime II de Aragão
1267
Bartolomeo Colleoni
1395
1575
Sabina de Brandemburgo-Ansbach
1529
1610
Richard Bancroft
1544
1716
Engelbert Kaempfer
1651
1788
Mariana Vitória de Bragança
1768
1798
Charles De Wailly
1730
1810
Amélia do Reino Unido
1783
1897
Rutherford Alcock
George Bernard Shaw
1856
James Thurber
Ngo Dinh Diem
1901
Peter Debye
Mississippi John Hurt
1892
Pier Paolo Pasolini
1922
Gabriel Urgebadze
Jovelina Pérola Negra
Simeon Simeonov
2004
Theo van Gogh (realizador)
Zayed bin Sultan Al Nahayan
2005
Ferruccio Valcareggi
2007
Alexandre Babo
Igor Moiseyev
2009
Jorge Vargas (ator mexicano)
1941
2010
Andy Irons
Omar Hariri
Elson do Forrogode
Walter Mercado
Yumara Rodrigues
Dia dos Fiéis Defuntos
Calendário romano
Nonas
Calendário litúrgico
Letra dominical
Semana
Epacta
Mês
Dia
13 de dezembro
Janeiro
1 de janeiro
2 de janeiro
3 de janeiro
4 de janeiro
5 de janeiro
6 de janeiro
7 de janeiro
8 de janeiro
9 de janeiro
10 de janeiro
11 de janeiro
12 de janeiro
13 de janeiro
14 de janeiro
15 de janeiro
16 de janeiro
17 de janeiro
18 de janeiro
19 de janeiro
20 de janeiro
21 de janeiro
22 de janeiro
23 de janeiro
24 de janeiro
25 de janeiro
26 de janeiro
27 de janeiro
28 de janeiro
29 de janeiro
30 de janeiro
31 de janeiro
Fevereiro
1 de fevereiro
2 de fevereiro
3 de fevereiro
4 de fevereiro
5 de fevereiro
6 de fevereiro
7 de fevereiro
8 de fevereiro
9 de fevereiro
10 de fevereiro
11 de fevereiro
12 de fevereiro
13 de fevereiro
14 de fevereiro
15 de fevereiro
16 de fevereiro
17 de fevereiro
18 de fevereiro
19 de fevereiro
20 de fevereiro
21 de fevereiro
22 de fevereiro
23 de fevereiro
24 de fevereiro
25 de fevereiro
26 de fevereiro
27 de fevereiro
28 de fevereiro
29 de fevereiro
Março
1 de março
2 de março
3 de março
4 de março
5 de março
6 de março
7 de março
8 de março
9 de março
10 de março
11 de março
12 de março
13 de março
14 de março
15 de março
16 de março
17 de março
18 de março
19 de março
20 de março
21 de março
22 de março
23 de março
24 de março
25 de março
26 de março
27 de março
28 de março
29 de março
30 de março
31 de março
Abril
1 de abril
2 de abril
3 de abril
4 de abril
5 de abril
6 de abril
7 de abril
8 de abril
9 de abril
10 de abril
11 de abril
12 de abril
13 de abril
14 de abril
15 de abril
16 de abril
17 de abril
18 de abril
19 de abril
20 de abril
21 de abril
22 de abril
23 de abril
24 de abril
25 de abril
26 de abril
27 de abril
28 de abril
29 de abril
30 de abril
Maio
1 de maio
2 de maio
3 de maio
4 de maio
5 de maio
6 de maio
7 de maio
8 de maio
9 de maio
10 de maio
11 de maio
12 de maio
13 de maio
14 de maio
15 de maio
16 de maio
17 de maio
18 de maio
19 de maio
20 de maio
21 de maio
22 de maio
23 de maio
24 de maio
25 de maio
26 de maio
27 de maio
28 de maio
29 de maio
30 de maio
31 de maio
Junho
1 de junho
2 de junho
3 de junho
4 de junho
5 de junho
6 de junho
7 de junho
8 de junho
9 de junho
10 de junho
11 de junho
12 de junho
13 de junho
14 de junho
15 de junho
16 de junho
17 de junho
18 de junho
19 de junho
20 de junho
21 de junho
22 de junho
23 de junho
24 de junho
25 de junho
26 de junho
27 de junho
28 de junho
29 de junho
30 de junho
Julho
1 de julho
2 de julho
3 de julho
4 de julho
5 de julho
6 de julho
7 de julho
8 de julho
9 de julho
10 de julho
11 de julho
12 de julho
13 de julho
14 de julho
15 de julho
16 de julho
17 de julho
18 de julho
19 de julho
20 de julho
21 de julho
22 de julho
23 de julho
24 de julho
25 de julho
26 de julho
27 de julho
28 de julho
29 de julho
30 de julho
31 de julho
Agosto
1 de agosto
2 de agosto
3 de agosto
4 de agosto
5 de agosto
6 de agosto
7 de agosto
8 de agosto
9 de agosto
10 de agosto
11 de agosto
12 de agosto
13 de agosto
14 de agosto
15 de agosto
16 de agosto
17 de agosto
18 de agosto
19 de agosto
20 de agosto
21 de agosto
22 de agosto
23 de agosto
24 de agosto
25 de agosto
26 de agosto
27 de agosto
28 de agosto
29 de agosto
30 de agosto
31 de agosto
Setembro
1 de setembro
2 de setembro
3 de setembro
4 de setembro
5 de setembro
6 de setembro
7 de setembro
8 de setembro
9 de setembro
10 de setembro
11 de setembro
12 de setembro
13 de setembro
14 de setembro
15 de setembro
16 de setembro
17 de setembro
18 de setembro
19 de setembro
20 de setembro
21 de setembro
22 de setembro
23 de setembro
24 de setembro
25 de setembro
26 de setembro
27 de setembro
28 de setembro
29 de setembro
30 de setembro
1 de outubro
2 de outubro
3 de outubro
4 de outubro
5 de outubro
6 de outubro
7 de outubro
8 de outubro
9 de outubro
10 de outubro
11 de outubro
12 de outubro
13 de outubro
14 de outubro
15 de outubro
16 de outubro
17 de outubro
18 de outubro
19 de outubro
20 de outubro
21 de outubro
22 de outubro
23 de outubro
24 de outubro
25 de outubro
26 de outubro
1 de dezembro
2 de dezembro
3 de dezembro
4 de dezembro
5 de dezembro
6 de dezembro
7 de dezembro
8 de dezembro
9 de dezembro
10 de dezembro
11 de dezembro
12 de dezembro
14 de dezembro
15 de dezembro
16 de dezembro
17 de dezembro
18 de dezembro
19 de dezembro
20 de dezembro
21 de dezembro
22 de dezembro
23 de dezembro
24 de dezembro
25 de dezembro
26 de dezembro
27 de dezembro
28 de dezembro
29 de dezembro
30 de dezembro
31 de dezembro
0 de janeiro
30 de fevereiro
31 de fevereiro
0 de março
