Municípios do Brasil
Quixabeira (Bahia)
Rafael Jambeiro
Remanso
Retirolândia
Riachão das Neves
Riachão do Jacuípe
Riacho de Santana (Bahia)
Ribeira do Amparo
Ribeira do Pombal
Ribeirão do Largo
Rio do Antônio (município)
Rio do Pires
Rio Real (Bahia)
Rodelas
Ruy Barbosa (Bahia)
Salinas da Margarida
Santa Bárbara (Bahia)
Santa Brígida (Bahia)
Santa Cruz da Vitória
Santa Inês (Bahia)
Santa Luzia (Bahia)
Santa Maria da Vitória
Santa Rita de Cássia (Bahia)
Santa Teresinha (Bahia)
Santaluz
Santana (Bahia)
Santanópolis
Santo Estêvão (Bahia)
São Desidério
São Domingos (Bahia)
São Felipe (Bahia)
São Félix do Coribe
São Gabriel (Bahia)
São Gonçalo dos Campos
São José da Vitória
São José do Jacuípe
São Miguel das Matas
São Sebastião do Passé
Sapeaçu
Sátiro Dias
Saubara
Saúde (Bahia)
Seabra (Bahia)
Sebastião Laranjeiras
Senhor do Bonfim (Bahia)
Sento Sé
Serra do Ramalho (Bahia)
Serra Dourada
Serra Preta
Serrinha (Bahia)
Serrolândia
Sítio do Mato
Sítio do Quinto
Sobradinho (Bahia)
Souto Soares
Tabocas do Brejo Velho
Tanhaçu
Tanque Novo
Tanquinho
Taperoá (Bahia)
Tapiramutá
Teodoro Sampaio (Bahia)
Teofilândia
Teolândia
Terra Nova (Bahia)
Tremedal
Tucano (Bahia)
Uauá
Ubaíra
Ubaitaba
Ubatã
Uibaí
Umburanas
Una
Urandi
Uruçuca
Utinga (Bahia)
Valente (Bahia)
Várzea da Roça
Várzea do Poço
Várzea Nova
Varzedo
Vereda (Bahia)
Wagner (Bahia)
Wanderley (Bahia)
Wenceslau Guimarães
Xique-Xique
