Política do Brasil
Silvio Santos
Marcondes Gadelha
Voto em branco
Voto nulo
Abstenção
Partido Social Democrático (1987)
Eleição presidencial no Brasil em 1994
Fernando Henrique Cardoso
Marco Maciel
Aloizio Mercadante
PRONA
Orestes Quércia
Iris de Araújo
PMDB
Leonel de Moura Brizola
Darcy Ribeiro
Esperidião Amin
Partido Progressista Reformador
Gardênia Ribeiro Gonçalves
Carlos Antônio Gomes
PRN
Hernani Fortuna
Partido Social Cristão
PSC
Eleição presidencial no Brasil em 1998
Ciro Gomes
Cidadania (partido político)
Ivan Frota
Alfredo Sirkis
José Maria de Almeida
Partido Socialista dos Trabalhadores Unificado
João de Deus Barbosa de Jesus
Avante
José Maria Eymael
Democracia Cristã (Brasil)
Thereza Ruiz
Partido Trabalhista Nacional
Vasco Azevedo Neto
Partido Humanista da Solidariedade
Eleição presidencial no Brasil em 2002
José Alencar
Partido Liberal (Brasil)
José Serra
Rita Camata
Partido do Movimento Democrático Brasileiro
Anthony Garotinho
Partido Socialista Brasileiro
José Antônio Figueiredo de Almeida Silva
Partido Popular Socialista
Paulo Pereira da Silva
Partido Trabalhista Brasileiro
Partido Socialista dos Trabalhadores Unificados
Dayse Oliveira
Rui Costa Pimenta
Partido da Causa Operária
Eleição presidencial no Brasil em 2006
Partido Republicano Brasileiro
Geraldo Alckmin
José Jorge de Vasconcelos Lima
Partido da Frente Liberal
Heloísa Helena
Partido Socialismo e Liberdade
César Benjamin
Cristovam Buarque
Jefferson Péres
Ana Maria Rangel
Partido Republicano Progressista
Partido Social Democrata Cristão
Luciano Bivar
Partido Social Liberal
Américo de Souza
Partido Republicano Progressista (1989)
Eleição presidencial no Brasil em 2010
Dilma Rousseff
Michel Temer
Indio da Costa
Marina Silva
Guilherme Leal
Plínio de Arruda Sampaio
Levy Fidélix
Partido Renovador Trabalhista Brasileiro
Ivan Pinheiro
Levy Fidelix
Aécio Neves
Aloysio Nunes
Beto Albuquerque
Luciana Genro
Pastor Everaldo
Eduardo Jorge
Mauro Iasi
Sofia Manzano
Eleição presidencial no Brasil em 2018
Jair Bolsonaro
Hamilton Mourão
Fernando Haddad
Manuela d'Ávila
Partido Comunista do Brasil
Kátia Abreu
Ana Amélia Lemos
Progressistas
João Amoêdo
Partido Novo
Christian Lohbauer
Cabo Daciolo
Patriota (Brasil)
Henrique Meirelles
Germano Rigotto
Rede Sustentabilidade
Álvaro Dias
Podemos (Brasil)
Paulo Rabello de Castro
Guilherme Boulos
Sônia Guajajara
Vera Lúcia
Democracia Cristã
João Goulart Filho
Partido Pátria Livre
Eleição presidencial no Brasil em 2022
Partido Liberal
Walter Braga Netto
Simone Tebet
Movimento Democrático Brasileiro
Mara Gabrilli
Soraya Thronicke
União Brasil
Marcos Cintra
Luiz Felipe d'Avila
Tiago Mitraud
Padre Kelmon
Leonardo Péricles
Unidade Popular
Vera Lúcia Salgado
Eleição
Código Eleitoral Brasileiro
Política no Brasil
Fraude eleitoral no Império do Brasil
Jairo Nicolau
International Standard Book Number
Nelson Jobim
Wayback Machine
UOL
Wikimedia
Nexo Jornal
Cultura do Brasil
Artes do Brasil
Cinema do Brasil
Culinária do Brasil
Esporte no Brasil
Feriados no Brasil
Filosofia no Brasil
Folclore brasileiro
Multiculturalismo no Brasil
Problemas sociais do Brasil
Criminalidade no Brasil
Homofobia no Brasil
Intolerância religiosa no Brasil
Racismo no Brasil
Símbolos do Brasil
Bandeira do Brasil
Armas Nacionais do Brasil
Selo Nacional do Brasil
Ordem e Progresso
Hino Nacional Brasileiro
Economia do Brasil
Agricultura no Brasil
Banco Central do Brasil
Lista de empresas do Brasil
Indústria no Brasil
Mineração no Brasil
Real (moeda brasileira)
Pecuária no Brasil
Problemas econômicos do Brasil
Turismo no Brasil
Geografia do Brasil
Biodiversidade no Brasil
Áreas protegidas no Brasil
Biomas do Brasil
Problemas ambientais do Brasil
Vegetação do Brasil
Demografia do Brasil
Brasileiros
Línguas do Brasil
Religião no Brasil
Evolução territorial do Brasil
Estação Antártica Comandante Ferraz
Clima do Brasil
Fusos horários no Brasil
Hidrografia do Brasil
Litoral do Brasil
Lista de extremos do Brasil
Relevo do Brasil
Subdivisões do Brasil
Lista de capitais do Brasil
Hierarquia urbana do Brasil
Regiões do Brasil
Regiões geográficas intermediárias e imediatas
História do Brasil
Cronologia da história do Brasil
Periodização da história do Brasil
História pré-cabralina do Brasil
Período pré-colonial do Brasil
Brasil Colônia
Estado do Brasil
Estado do Grão-Pará e Maranhão
Reino do Brasil
Primeiro reinado
Período regencial (Brasil)
Segundo reinado
Brasil República
Primeira República Brasileira
Era Vargas
Período Populista
Ditadura militar brasileira
Nova República
Infraestrutura do Brasil
Ciência e tecnologia no Brasil
Comunicações do Brasil
Educação no Brasil
Política energética do Brasil
Energia renovável no Brasil
Saúde no Brasil
Segurança no Brasil
Força Aérea Brasileira
Marinha do Brasil
Exército Brasileiro
Forças policiais do Brasil
Transportes do Brasil
Governo federal do Brasil
Tribunal de Justiça (Brasil)
Assembleia legislativa (Brasil)
Câmara Legislativa do Distrito Federal
Câmara municipal (Brasil)
Política ambiental no Brasil
Direitos humanos no Brasil
Direitos LGBT no Brasil
Direitos da mulher no Brasil
Pena de morte no Brasil
Tortura no Brasil
União Federal
Distrito Federal do Brasil
América
América do Norte
Eleições no Canadá
Eleições nos Estados Unidos
Eleições no México
América Central
Eleições em Cuba
Eleições em Granada
Eleições em São Cristóvão e Neves
América do Sul
Eleições na Argentina
Eleições na Bolívia
Eleições no Chile
Eleições na Colômbia
Eleições no Paraguai
Cortes Gerais e Extraordinárias da Nação Portuguesa
Eleições gerais no Brasil em 1933
Eleições gerais no Brasil em 1935
Eleições gerais no Brasil em 1945
Eleições gerais no Brasil em 1947
Eleições gerais no Brasil em 1950
Eleições gerais no Brasil em 1954
Eleições gerais no Brasil em 1958
Eleições gerais no Brasil em 1962
Eleições gerais no Brasil em 1966
Eleições gerais no Brasil em 1970
Eleições gerais no Brasil em 1974
Eleições gerais no Brasil em 1978
Eleições gerais no Brasil em 1982
Eleições gerais no Brasil em 1986
Eleições gerais no Brasil em 1990
Eleições gerais no Brasil em 1994
Eleições gerais no Brasil em 1998
Eleições gerais no Brasil em 2002
Eleições gerais no Brasil em 2006
Eleições gerais no Brasil em 2010
Eleições gerais no Brasil em 2014
Eleições gerais no Brasil em 2022
Eleições municipais no Brasil em 1947
Eleições municipais no Brasil em 1968
Eleições municipais no Brasil em 1969
Eleições municipais no Brasil em 1970
Eleições municipais no Brasil em 1972
Eleições municipais no Brasil em 1976
Eleições municipais no Brasil em 1982
Eleições municipais no Brasil em 1985
Eleições municipais no Brasil em 1988
Eleições municipais no Brasil em 1992
Eleições municipais no Brasil em 1996
Eleições municipais no Brasil em 2000
Eleições municipais no Brasil em 2004
Eleições municipais no Brasil em 2008
Eleições municipais no Brasil em 2012
Eleições municipais no Brasil em 2016
Eleições municipais no Brasil em 2024
Lista de eleições presidenciais no Brasil
Lista de eleições presidenciais no Brasil por margem eleitoral
Eleição presidencial no Brasil em 1891
Eleição presidencial no Brasil em 1894
Eleição presidencial no Brasil em 1898
Eleição presidencial no Brasil em 1902
Eleição presidencial no Brasil em 1906
Eleição presidencial no Brasil em 1910
Eleição presidencial no Brasil em 1914
Eleição presidencial no Brasil em 1918
Eleição presidencial no Brasil em 1919
Eleição presidencial no Brasil em 1922
Eleição presidencial no Brasil em 1926
Eleição presidencial no Brasil em 1930
Eleição presidencial no Brasil em 1934
Eleição presidencial no Brasil em 1938
Eleição presidencial no Brasil em 1945
Eleição presidencial no Brasil em 1950
Eleição presidencial no Brasil em 1955
Eleição presidencial no Brasil em 1960
Eleição presidencial no Brasil em 1964
Eleição presidencial no Brasil em 1965
Eleição presidencial no Brasil em 1966
Eleição presidencial no Brasil em 1969
Eleição presidencial no Brasil em 1974
Eleição presidencial no Brasil em 1978
Eleição presidencial no Brasil em 1985
Eleições parlamentares no Brasil em 2006
Eleições parlamentares no Brasil em 2010
Eleições parlamentares no Brasil em 2014
Eleições parlamentares no Brasil em 2018
Eleições parlamentares no Brasil em 2022
Eleições estaduais no Brasil em 2006
Eleições estaduais no Brasil em 2010
Eleições estaduais no Brasil em 2014
Eleições estaduais no Brasil em 2018
Eleições estaduais no Brasil em 2022
Eleições legislativas no Brasil em 1933
Eleições estaduais em Pernambuco em 1952
Eleições estaduais em Alagoas em 1965
Eleições estaduais no Paraná em 1973
Eleições estaduais no Tocantins em 1988
Eleições estaduais no Amazonas em 2017
Eleição suplementar para governador do Tocantins em 2018
Eleição suplementar para senador por Mato Grosso em 2020
Referendos no Brasil
Referendo no Brasil em 1963
Plebiscito no Brasil em 1993
Referendo no Brasil em 2005
Referendo sobre o fuso horário vigente no Acre
Plebiscito sobre a divisão do estado do Pará
Eleições na ditadura militar brasileira
Pastel em campanha eleitoral no Brasil
Eleição indireta
